instructionCount, 48
NONE, 0
ALU, 12
SHIFT, 9
LOAD, 9
STORE, 1
BRANCH, 14
JUMP, 2
OTHER, 1
NONE, 0
add, 3
sub, 4
and, 4
or, 1
not, 0
shl, 9
shr, 0
ldi, 7
ld, 2
st, 1
br, 5
bz, 9
bn, 0
jal, 1
jr, 1
sys, 1
