instructionCount, 4
NONE, 0
ALU, 1
SHIFT, 0
LOAD, 2
STORE, 0
BRANCH, 0
JUMP, 0
OTHER, 1
NONE, 0
add, 1
sub, 0
and, 0
or, 0
not, 0
shl, 0
shr, 0
ldi, 2
ld, 0
st, 0
br, 0
bz, 0
bn, 0
jal, 0
jr, 0
sys, 1
